transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes,year,month,day,day_of_week,quarter,week_of_year,is_weekend,is_month_start,is_month_end,season
T5448,U026,2023-02-02,expense,savings,6766.0,bank_transfer,Kolkata,Grocery shopping,2023,2,2,3,1,5,0,0,0,Winter
T10370,U066,2024-11-13,expense,rent,403.0,upi,hyderabad,Online course,2024,11,13,2,4,46,0,0,0,Fall
T9653,U049,2022-11-14,expense,utilities,659.0,bank_transfer,chennai,Lunch,2022,11,14,0,4,46,0,0,0,Fall
T12509,U061,2024-10-10,expense,others,3401.0,card,kolkata,...,2024,10,10,3,4,41,0,0,0,Fall
T7216,U032,2023-08-21,expense,others,2986.0,upi,,EMI payment,2023,8,21,0,3,34,0,0,0,Summer
T2565,U119,2021-04-25,expense,rent,478.0,bank_transfer,JAIPUR,Train ticket,2021,4,25,6,2,16,1,0,0,Spring
T4455,U091,2021-12-09,expense,food,2625.0,bank_transfer,AHMEDABAD,Doctor consultation,2021,12,9,3,4,49,0,0,0,Winter
T5182,U122,2021-12-22,expense,others,1806.0,cash,PUN,Restaurant dinner,2021,12,22,2,4,51,0,0,0,Winter
T2160,U094,2022-06-03,expense,others,7230.0,cash,PUNE,asdfgh,2022,6,3,4,2,22,0,0,0,Summer
T11796,U110,2022-09-28,expense,rent,6888.0,upi,,...,2022,9,28,2,3,39,0,0,0,Fall
T2918,U072,2023-02-08,expense,utilities,7362.0,cash,jaipur,misc,2023,2,8,2,1,6,0,0,0,Winter
T6694,U125,2021-03-04,expense,others,4641.0,card,MUM,Restaurant dinner,2021,3,4,3,1,9,0,0,0,Spring
T3065,U101,2024-07-14,expense,investment,24516.0,bank_transfer,bangalore,Medicine,2024,7,14,6,3,28,1,0,0,Summer
T1579,U070,2023-03-28,expense,food,4387.0,unknown,AHMEDABAD,Grocery shopping,2023,3,28,1,1,13,0,0,0,Spring
T8424,U056,2024-06-01,expense,others,4313.0,unknown,Delhi,ATM withdrawal,2024,6,1,5,2,22,1,1,0,Summer
T4934,U022,2022-11-02,expense,food,5125.0,cash,JAI,,2022,11,2,2,4,44,0,0,0,Fall
T10253,U090,2023-01-08,expense,others,4199.0,card,Chennai,Online course,2023,1,8,6,1,1,1,0,0,Winter
T1154,U005,2021-03-08,expense,food,917.0,cash,Jaipur,Coffee,2021,3,8,0,1,10,0,0,0,Spring
T0011,U106,2022-05-24,expense,food,1872.0,card,,test,2022,5,24,1,2,21,0,0,0,Spring
T0733,U001,2024-06-25,expense,travel,5247.0,card,KOLKATA,Electricity bill,2024,6,25,1,2,26,0,0,0,Summer
T7247,U120,2022-12-11,expense,food,828.0,cash,Kolkata,Petrol,2022,12,11,6,4,49,1,0,0,Winter
T8354,U067,2023-07-04,expense,rent,532.0,upi,BANGALORE,Train ticket,2023,7,4,1,3,27,0,0,0,Summer
T0808,U019,2021-09-30,expense,food,957.0,card,DEL,misc,2021,9,30,3,3,39,0,0,1,Fall
T13654,U081,2022-11-15,expense,savings,2323.0,cash,JAIPUR,asdfgh,2022,11,15,1,4,46,0,0,0,Fall
T7178,U130,2021-05-28,expense,rent,9056.0,card,Kolkata,Monthly rent payment,2021,5,28,4,2,21,0,0,0,Spring
T10003,U073,2024-03-30,expense,others,6523.0,cash,KOLKATA,Books,2024,3,30,5,1,13,1,0,0,Spring
T11792,U007,2021-12-16,expense,savings,7769.0,cash,lucknow,Online course,2021,12,16,3,4,50,0,0,0,Winter
T2126,U087,2022-05-03,expense,education,8214.0,card,kolkata,,2022,5,3,1,2,18,0,0,0,Spring
T2691,U100,2023-12-16,expense,others,6047.0,upi,KOL,,2023,12,16,5,4,50,1,0,0,Winter
T1262,U144,2024-11-12,expense,others,2624.0,bank_transfer,bangalore,EMI payment,2024,11,12,1,4,46,0,0,0,Fall
T6477,U060,2024-03-02,expense,utilities,2455.0,upi,KOLKATA,test,2024,3,2,5,1,9,1,0,0,Spring
T11202,U117,2023-11-01,expense,entertainment,779.0,cash,Kolkata,Fixed deposit,2023,11,1,2,4,44,0,1,0,Fall
T1112,U020,2023-06-16,expense,education,2827.0,cash,ahmedabad,Electricity bill,2023,6,16,4,2,24,0,0,0,Summer
T6692,U100,2021-08-03,expense,food,10000.0,cash,pune,Internet bill,2021,8,3,1,3,31,0,0,0,Summer
T11243,U100,2021-01-07,expense,food,9806.0,card,PUN,,2021,1,7,3,1,1,0,0,0,Winter
T11525,U072,2021-04-10,expense,food,2105.0,cash,LUCKNOW,Shopping,2021,4,10,5,2,14,1,0,0,Spring
T3207,U068,2022-08-10,expense,others,1782.0,card,MUM,,2022,8,10,2,3,32,0,0,0,Summer
T5507,U126,2023-10-06,expense,food,1689.0,card,PUNE,Restaurant dinner,2023,10,6,4,4,40,0,0,0,Fall
T4652,U075,2023-06-01,income,income,25111.0,cash,Jaipur,Petrol,2023,6,1,3,2,22,0,1,0,Summer
T11573,U100,2022-08-08,expense,travel,9049.0,bank_transfer,bangalore,Coffee,2022,8,8,0,3,32,0,0,0,Summer
T3429,U120,2021-05-05,expense,rent,5108.0,card,PUNE,Books,2021,5,5,2,2,18,0,0,0,Spring
T8143,U006,2023-03-24,expense,others,4109.0,cash,BANGALORE,Electricity bill,2023,3,24,4,1,12,0,0,0,Spring
T4651,U010,2021-08-14,expense,others,5002.0,upi,Delhi,Fixed deposit,2021,8,14,5,3,32,1,0,0,Summer
T5367,U029,2023-01-16,expense,health,9092.0,cash,bangalore,asdfgh,2023,1,16,0,1,3,0,0,0,Winter
T8639,U022,2021-09-06,expense,others,701.0,upi,KOLKATA,,2021,9,6,0,3,36,0,0,0,Fall
T8386,U014,2022-02-27,expense,others,7122.0,upi,LUCKNOW,Petrol,2022,2,27,6,1,8,1,0,0,Winter
T8832,U039,2021-08-04,expense,others,4606.0,upi,bangalore,Electricity bill,2021,8,4,2,3,31,0,0,0,Summer
T10858,U051,2023-06-19,expense,travel,3864.0,bank_transfer,,Fixed deposit,2023,6,19,0,2,25,0,0,0,Summer
T11421,U070,2024-08-08,expense,rent,2779.0,card,CHENNAI,!!!,2024,8,8,3,3,32,0,0,0,Summer
T13148,U121,2022-09-08,expense,others,4391.0,upi,ahmedabad,,2022,9,8,3,3,36,0,0,0,Fall
T6895,U057,2022-12-06,expense,rent,21486.0,bank_transfer,CHENNAI,Fixed deposit,2022,12,6,1,4,49,0,0,0,Winter
T1489,U079,2023-11-28,expense,others,868.0,cash,AHMEDABAD,!!!,2023,11,28,1,4,48,0,0,0,Fall
T12746,U138,2022-12-22,expense,others,7727.0,upi,mumbai,Fixed deposit,2022,12,22,3,4,51,0,0,0,Winter
T13087,U041,2023-06-12,expense,food,2775.0,upi,pune,Lunch,2023,6,12,0,2,24,0,0,0,Summer
T10514,U039,2022-09-11,expense,others,639.0,cash,AHMEDABAD,xyz123,2022,9,11,6,3,36,1,0,0,Fall
T13368,U020,2024-05-16,expense,food,7279.0,card,MUM,,2024,5,16,3,2,20,0,0,0,Spring
T10334,U072,2021-07-19,expense,travel,3038.0,card,Hyderabad,Monthly rent payment,2021,7,19,0,3,29,0,0,0,Summer
T7402,U045,2023-12-08,expense,savings,3948.0,cash,BAN,Gym membership,2023,12,8,4,4,49,0,0,0,Winter
T6723,U138,2023-03-28,expense,utilities,2149.0,cash,Hyderabad,,2023,3,28,1,1,13,0,0,0,Spring
T12505,U142,2022-09-22,expense,others,2186.0,cash,chennai,Lunch,2022,9,22,3,3,38,0,0,0,Fall
T7497,U084,2024-04-16,expense,others,779.0,unknown,chennai,Train ticket,2024,4,16,1,2,16,0,0,0,Spring
T6916,U010,2023-03-25,expense,food,4719.0,card,mumbai,Uber ride,2023,3,25,5,1,12,1,0,0,Spring
T11385,U122,2021-05-09,expense,entertainment,9678.0,bank_transfer,Bangalore,Movie tickets,2021,5,9,6,2,18,1,0,0,Spring
T2404,U094,2024-09-11,expense,rent,4127.0,card,,misc,2024,9,11,2,3,37,0,0,0,Fall
T0207,U007,2021-04-19,expense,others,2102.0,card,,Movie tickets,2021,4,19,0,2,16,0,0,0,Spring
T1569,U139,2024-09-05,expense,food,5878.0,upi,hyderabad,,2024,9,5,3,3,36,0,0,0,Fall
T10503,U012,2024-04-19,expense,others,3227.0,card,Ahmedabad,Electricity bill,2024,4,19,4,2,16,0,0,0,Spring
T13349,U120,2024-09-09,expense,food,5243.0,bank_transfer,Ahmedabad,ATM withdrawal,2024,9,9,0,3,37,0,0,0,Fall
T6986,U076,2023-08-16,expense,travel,9124.0,card,hyderabad,Lunch,2023,8,16,2,3,33,0,0,0,Summer
T4752,U115,2024-06-22,expense,rent,3197.0,bank_transfer,Jaipur,Lunch,2024,6,22,5,2,25,1,0,0,Summer
T4331,U011,2021-10-18,expense,health,210.0,unknown,delhi,,2021,10,18,0,4,42,0,0,0,Fall
T5539,U077,2021-04-22,expense,health,2222.0,cash,,,2021,4,22,3,2,16,0,0,0,Spring
T9349,U110,2022-07-26,expense,travel,5013.0,bank_transfer,jaipur,,2022,7,26,1,3,30,0,0,0,Summer
T5906,U096,2023-08-06,expense,savings,1032.0,cash,LUC,Monthly rent payment,2023,8,6,6,3,31,1,0,0,Summer
T9894,U090,2022-04-24,expense,rent,7250.0,card,,Petrol,2022,4,24,6,2,16,1,0,0,Spring
T4111,U027,2021-08-12,expense,travel,3380.0,upi,ahmedabad,Petrol,2021,8,12,3,3,32,0,0,0,Summer
T8040,U008,2024-05-11,expense,rent,2709.0,cash,PUN,EMI payment,2024,5,11,5,2,19,1,0,0,Spring
T6798,U054,2024-02-18,income,income,19605.0,bank_transfer,HYD,,2024,2,18,6,1,7,1,0,0,Winter
T10764,U125,2022-06-03,expense,rent,4234.0,bank_transfer,CHE,Gym membership,2022,6,3,4,2,22,0,0,0,Summer
T8122,U028,2021-01-10,expense,others,16638.0,bank_transfer,lucknow,,2021,1,10,6,1,1,1,0,0,Winter
T13226,U008,2023-03-11,expense,others,3989.0,card,MUM,,2023,3,11,5,1,10,1,0,0,Spring
T10921,U132,2022-09-17,expense,others,5277.0,card,,Coffee,2022,9,17,5,3,37,1,0,0,Fall
T6634,U128,2022-08-05,expense,entertainment,4736.0,unknown,jaipur,Internet bill,2022,8,5,4,3,31,0,0,0,Summer
T2762,U001,2022-07-27,expense,travel,2898.0,cash,kolkata,Coffee,2022,7,27,2,3,30,0,0,0,Summer
T5842,U078,2021-03-24,expense,others,26136.0,card,KOL,Monthly rent payment,2021,3,24,2,1,12,0,0,0,Spring
T11961,U115,2021-04-24,expense,education,1185.0,cash,Bangalore,Coffee,2021,4,24,5,2,16,1,0,0,Spring
T4405,U045,2024-06-08,expense,food,4930.0,upi,BANGALORE,,2024,6,8,5,2,23,1,0,0,Summer
T4325,U036,2023-08-15,expense,food,9606.0,upi,HYD,Monthly rent payment,2023,8,15,1,3,33,0,0,0,Summer
T6414,U137,2022-03-04,expense,others,7902.0,bank_transfer,MUMBAI,Petrol,2022,3,4,4,1,9,0,0,0,Spring
T9947,U124,2022-03-16,expense,food,4577.0,card,Delhi,Electricity bill,2022,3,16,2,1,11,0,0,0,Spring
T13610,U063,2022-01-26,expense,entertainment,4415.0,bank_transfer,mumbai,Internet bill,2022,1,26,2,1,4,0,0,0,Winter
T13508,U009,2024-04-06,expense,others,3700.0,bank_transfer,Mumbai,,2024,4,6,5,2,14,1,0,0,Spring
T7982,U012,2024-12-26,expense,others,1152.0,upi,KOLKATA,Monthly rent payment,2024,12,26,3,4,52,0,0,0,Winter
T3267,U032,2021-09-18,expense,others,997.0,bank_transfer,chennai,,2021,9,18,5,3,37,1,0,0,Fall
T12614,U131,2022-11-24,expense,utilities,3148.0,upi,PUNE,xyz123,2022,11,24,3,4,47,0,0,0,Fall
T5724,U140,2022-12-19,expense,rent,5900.0,card,jaipur,xyz123,2022,12,19,0,4,51,0,0,0,Winter
T2792,U113,2024-07-21,expense,travel,7292.0,cash,Bangalore,asdfgh,2024,7,21,6,3,29,1,0,0,Summer
T11620,U149,2022-05-29,expense,others,4955.0,card,CHENNAI,Movie tickets,2022,5,29,6,2,21,1,0,0,Spring
T5606,U091,2023-07-27,expense,others,505.0,card,HYDERABAD,Doctor consultation,2023,7,27,3,3,30,0,0,0,Summer
T0329,U094,2021-08-16,expense,others,9255.0,card,DEL,,2021,8,16,0,3,33,0,0,0,Summer
T0045,U128,2021-04-16,expense,others,8041.0,card,Mumbai,!!!,2021,4,16,4,2,15,0,0,0,Spring
T6011,U143,2022-01-04,expense,savings,8962.0,upi,mumbai,Electricity bill,2022,1,4,1,1,1,0,0,0,Winter
T1930,U049,2024-11-17,expense,education,6401.0,card,HYD,ATM withdrawal,2024,11,17,6,4,46,1,0,0,Fall
T5532,U100,2022-11-29,expense,utilities,9946.0,bank_transfer,kolkata,Fixed deposit,2022,11,29,1,4,48,0,0,0,Fall
T4393,U018,2021-05-25,expense,food,1494.0,unknown,DELHI,Uber ride,2021,5,25,1,2,21,0,0,0,Spring
T11345,U080,2024-03-20,expense,health,6327.0,cash,BAN,...,2024,3,20,2,1,12,0,0,0,Spring
T12680,U104,2024-12-05,expense,others,4852.0,upi,JAI,Lunch,2024,12,5,3,4,49,0,0,0,Winter
T12665,U140,2022-05-15,expense,others,1830.0,card,KOLKATA,,2022,5,15,6,2,19,1,0,0,Spring
T11224,U014,2022-11-22,expense,others,28060.0,bank_transfer,Mumbai,ATM withdrawal,2022,11,22,1,4,47,0,0,0,Fall
T4977,U100,2024-05-29,expense,food,3309.0,upi,KOL,Petrol,2024,5,29,2,2,22,0,0,0,Spring
T11790,U045,2024-02-03,expense,health,5801.0,card,HYD,!!!,2024,2,3,5,1,5,1,0,0,Winter
T0288,U010,2023-09-14,expense,others,6882.0,upi,hyderabad,,2023,9,14,3,3,37,0,0,0,Fall
T7051,U145,2023-05-24,expense,rent,3517.0,upi,kolkata,Gym membership,2023,5,24,2,2,21,0,0,0,Spring
T13257,U148,2021-05-24,expense,others,9263.0,unknown,hyderabad,xyz123,2021,5,24,0,2,21,0,0,0,Spring
T6677,U063,2024-04-09,expense,others,7853.0,card,MUM,Gym membership,2024,4,9,1,2,15,0,0,0,Spring
T1334,U110,2021-07-21,expense,entertainment,8991.0,bank_transfer,HYDERABAD,Monthly rent payment,2021,7,21,2,3,29,0,0,0,Summer
T13630,U023,2023-12-15,expense,others,1741.0,upi,DELHI,Uber ride,2023,12,15,4,4,50,0,0,0,Winter
T4728,U119,2021-10-12,expense,entertainment,2892.0,cash,BAN,Fixed deposit,2021,10,12,1,4,41,0,0,0,Fall
T13878,U008,2023-08-05,expense,others,6281.0,card,BANGALORE,,2023,8,5,5,3,31,1,0,0,Summer
T1408,U090,2021-03-05,expense,education,7636.0,bank_transfer,LUCKNOW,Train ticket,2021,3,5,4,1,9,0,0,0,Spring
T2485,U013,2021-05-17,expense,food,9422.0,upi,mumbai,Monthly rent payment,2021,5,17,0,2,20,0,0,0,Spring
T1127,U001,2024-01-24,expense,food,6863.0,unknown,,Petrol,2024,1,24,2,1,4,0,0,0,Winter
T9989,U135,2022-08-29,expense,others,7471.0,upi,LUC,Gym membership,2022,8,29,0,3,35,0,0,0,Summer
T3222,U113,2021-05-22,expense,others,4747.0,card,chennai,test,2021,5,22,5,2,20,1,0,0,Spring
T1430,U099,2021-11-17,expense,utilities,8177.0,bank_transfer,Delhi,,2021,11,17,2,4,46,0,0,0,Fall
T7011,U069,2024-12-24,expense,others,4060.0,cash,pune,Petrol,2024,12,24,1,4,52,0,0,0,Winter
T3060,U084,2024-01-02,expense,others,1049.0,card,jaipur,!!!,2024,1,2,1,1,1,0,0,0,Winter
T10593,U022,2021-03-15,expense,food,493.0,card,,EMI payment,2021,3,15,0,1,11,0,0,0,Spring
T1747,U063,2022-06-28,expense,others,7462.0,upi,JAI,Grocery shopping,2022,6,28,1,2,26,0,0,0,Summer
T8821,U078,2023-02-17,expense,education,1443.0,card,HYDERABAD,Online course,2023,2,17,4,1,7,0,0,0,Winter
T5438,U128,2021-01-13,expense,food,3785.0,cash,BAN,!!!,2021,1,13,2,1,2,0,0,0,Winter
T13898,U113,2021-08-12,expense,others,2278.0,upi,HYDERABAD,,2021,8,12,3,3,32,0,0,0,Summer
T9403,U090,2022-04-29,expense,savings,0.0,bank_transfer,MUMBAI,Fixed deposit,2022,4,29,4,2,17,0,0,0,Spring
T3865,U044,2023-10-13,expense,others,2272.0,cash,chennai,,2023,10,13,4,4,41,0,0,0,Fall
T3338,U025,2023-05-22,expense,others,2595.0,cash,Ahmedabad,Fixed deposit,2023,5,22,0,2,21,0,0,0,Spring
T2764,U096,2021-03-23,expense,rent,6618.0,cash,HYDERABAD,,2021,3,23,1,1,12,0,0,0,Spring
T0784,U040,2024-11-29,expense,food,5000.0,cash,MUM,...,2024,11,29,4,4,48,0,0,0,Fall
T11533,U012,2022-06-28,expense,utilities,9710.0,cash,lucknow,Gym membership,2022,6,28,1,2,26,0,0,0,Summer
T3801,U052,2024-01-16,expense,rent,8847.0,cash,KOLKATA,Electricity bill,2024,1,16,1,1,3,0,0,0,Winter
T1280,U143,2021-01-27,expense,entertainment,9783.0,cash,LUCKNOW,Restaurant dinner,2021,1,27,2,1,4,0,0,0,Winter
T11883,U118,2023-06-13,expense,food,2172.0,upi,,ATM withdrawal,2023,6,13,1,2,24,0,0,0,Summer
T7532,U080,2023-02-16,expense,others,2644.0,bank_transfer,AHM,Monthly rent payment,2023,2,16,3,1,7,0,0,0,Winter
T12324,U056,2023-03-17,expense,others,771.0,card,Lucknow,,2023,3,17,4,1,11,0,0,0,Spring
T9365,U146,2024-08-23,expense,utilities,1529.0,cash,HYD,Shopping,2024,8,23,4,3,34,0,0,0,Summer
T10521,U031,2022-07-30,expense,others,7006.0,card,,Medicine,2022,7,30,5,3,30,1,0,0,Summer
T6142,U076,2024-04-28,expense,utilities,1272.0,upi,LUC,,2024,4,28,6,2,17,1,0,0,Spring
T12140,U126,2023-09-21,expense,travel,5708.0,upi,DELHI,!!!,2023,9,21,3,3,38,0,0,0,Fall
T3153,U029,2022-04-04,expense,rent,4444.0,upi,,...,2022,4,4,0,2,14,0,0,0,Spring
T3688,U149,2024-06-12,expense,rent,8827.0,card,mumbai,Books,2024,6,12,2,2,24,0,0,0,Summer
T5362,U050,2021-03-18,expense,utilities,8845.0,card,lucknow,Fixed deposit,2021,3,18,3,1,11,0,0,0,Spring
T3739,U098,2024-09-27,expense,utilities,5617.0,cash,mumbai,Internet bill,2024,9,27,4,3,39,0,0,0,Fall
T4170,U148,2024-09-21,expense,food,2460.0,card,AHM,Lunch,2024,9,21,5,3,38,1,0,0,Fall
T10043,U074,2021-06-01,expense,travel,9504.0,cash,Lucknow,...,2021,6,1,1,2,22,0,1,0,Summer
T13379,U076,2023-06-22,expense,others,3729.0,unknown,LUCKNOW,Fixed deposit,2023,6,22,3,2,25,0,0,0,Summer
T12033,U129,2023-10-12,expense,others,8846.0,bank_transfer,hyderabad,Shopping,2023,10,12,3,4,41,0,0,0,Fall
T10653,U132,2021-08-10,expense,travel,1269.0,bank_transfer,,Online course,2021,8,10,1,3,32,0,0,0,Summer
T2099,U113,2021-05-28,expense,food,1785.0,card,BANGALORE,asdfgh,2021,5,28,4,2,21,0,0,0,Spring
T12544,U149,2021-03-18,expense,rent,500.0,bank_transfer,delhi,...,2021,3,18,3,1,11,0,0,0,Spring
T7875,U091,2024-01-18,expense,travel,8372.0,bank_transfer,PUN,Shopping,2024,1,18,3,1,3,0,0,0,Winter
T7913,U133,2021-10-06,expense,utilities,5400.0,bank_transfer,bangalore,Medicine,2021,10,6,2,4,40,0,0,0,Fall
T0571,U060,2022-04-30,expense,others,18437.0,cash,HYD,Monthly rent payment,2022,4,30,5,2,17,1,0,1,Spring
T5556,U005,2024-07-25,expense,others,691.0,card,Hyderabad,Restaurant dinner,2024,7,25,3,3,30,0,0,0,Summer
T0731,U148,2024-12-01,expense,education,3983.0,cash,DELHI,xyz123,2024,12,1,6,4,48,1,1,0,Winter
T3460,U056,2021-11-04,expense,others,5100.0,bank_transfer,,Online course,2021,11,4,3,4,44,0,0,0,Fall
T5710,U111,2023-01-24,expense,health,9718.0,bank_transfer,pune,ATM withdrawal,2023,1,24,1,1,4,0,0,0,Winter
T2463,U136,2023-07-10,expense,rent,9477.0,unknown,Kolkata,Online course,2023,7,10,0,3,28,0,0,0,Summer
T5726,U054,2023-01-04,expense,food,945.0,card,Mumbai,Uber ride,2023,1,4,2,1,1,0,0,0,Winter
T0877,U109,2022-01-09,expense,travel,6376.0,card,CHENNAI,...,2022,1,9,6,1,1,1,0,0,Winter
T12871,U058,2024-07-22,expense,health,7961.0,bank_transfer,Delhi,Shopping,2024,7,22,0,3,30,0,0,0,Summer
T3211,U070,2021-02-08,expense,others,14888.0,bank_transfer,delhi,Gym membership,2021,2,8,0,1,6,0,0,0,Winter
T1263,U122,2024-08-05,expense,others,9062.0,upi,Jaipur,...,2024,8,5,0,3,32,0,0,0,Summer
T12134,U133,2023-02-15,expense,food,3834.0,bank_transfer,Bangalore,Internet bill,2023,2,15,2,1,7,0,0,0,Winter
T8021,U065,2021-10-31,expense,investment,21531.0,cash,Pune,Online course,2021,10,31,6,4,43,1,0,1,Fall
T5236,U039,2024-09-06,expense,education,128.0,bank_transfer,JAIPUR,Grocery shopping,2024,9,6,4,3,36,0,0,0,Fall
T13704,U111,2022-06-10,expense,others,4935.0,cash,DEL,Restaurant dinner,2022,6,10,4,2,23,0,0,0,Summer
T0047,U071,2023-04-30,expense,utilities,4991.0,card,HYDERABAD,,2023,4,30,6,2,17,1,0,1,Spring
T2895,U033,2024-12-01,expense,others,1374.0,unknown,Kolkata,test,2024,12,1,6,4,48,1,1,0,Winter
T4234,U085,2024-12-09,expense,others,8431.0,cash,PUN,Lunch,2024,12,9,0,4,50,0,0,0,Winter
T4435,U009,2024-01-31,expense,others,5425.0,bank_transfer,KOL,Books,2024,1,31,2,1,5,0,0,1,Winter
T4280,U066,2022-11-26,expense,others,8928.0,cash,BAN,,2022,11,26,5,4,47,1,0,0,Fall
T4287,U070,2022-02-01,expense,utilities,6261.0,bank_transfer,chennai,!!!,2022,2,1,1,1,5,0,1,0,Winter
T2084,U001,2024-08-01,expense,education,295.0,cash,Hyderabad,,2024,8,1,3,3,31,0,1,0,Summer
T2501,U036,2023-09-19,expense,food,2911.0,card,,Train ticket,2023,9,19,1,3,38,0,0,0,Fall
T3835,U131,2023-03-11,expense,utilities,5869.0,card,KOLKATA,Petrol,2023,3,11,5,1,10,1,0,0,Spring
T0046,U030,2021-08-29,expense,food,4579.0,bank_transfer,Chennai,Fixed deposit,2021,8,29,6,3,34,1,0,0,Summer
T4843,U066,2023-07-22,expense,education,8855.0,cash,HYDERABAD,Restaurant dinner,2023,7,22,5,3,29,1,0,0,Summer
T5603,U022,2021-09-19,expense,others,7085.0,unknown,DEL,Books,2021,9,19,6,3,37,1,0,0,Fall
T12282,U034,2022-06-09,expense,rent,24131.0,cash,delhi,Books,2022,6,9,3,2,23,0,0,0,Summer
T10472,U110,2022-07-12,expense,rent,20256.0,card,HYD,,2022,7,12,1,3,28,0,0,0,Summer
T12357,U021,2024-09-14,expense,entertainment,5593.0,upi,delhi,Internet bill,2024,9,14,5,3,37,1,0,0,Fall
T1000,U080,2021-07-02,expense,food,653.0,unknown,Hyderabad,Gym membership,2021,7,2,4,3,26,0,0,0,Summer
T1225,U072,2021-02-05,expense,others,3654.0,bank_transfer,DEL,EMI payment,2021,2,5,4,1,5,0,0,0,Winter
T11142,U085,2024-09-23,expense,food,1515.0,bank_transfer,chennai,Coffee,2024,9,23,0,3,39,0,0,0,Fall
T8507,U010,2023-11-23,expense,utilities,2817.0,cash,jaipur,,2023,11,23,3,4,47,0,0,0,Fall
T12773,U081,2023-10-31,expense,food,1354.0,upi,KOLKATA,Medicine,2023,10,31,1,4,44,0,0,1,Fall
T1689,U042,2022-12-06,expense,health,5547.0,upi,KOL,Shopping,2022,12,6,1,4,49,0,0,0,Winter
T7553,U095,2023-06-18,expense,travel,9391.0,cash,,,2023,6,18,6,2,24,1,0,0,Summer
T6890,U001,2023-02-08,expense,food,3885.0,bank_transfer,KOLKATA,,2023,2,8,2,1,6,0,0,0,Winter
T5287,U015,2021-01-27,expense,education,9258.0,card,KOLKATA,Internet bill,2021,1,27,2,1,4,0,0,0,Winter
T1998,U121,2021-10-31,expense,others,9835.0,card,lucknow,ATM withdrawal,2021,10,31,6,4,43,1,0,1,Fall
T0388,U102,2021-06-29,expense,utilities,3183.0,card,JAIPUR,Medicine,2021,6,29,1,2,26,0,0,0,Summer
T13650,U141,2022-03-14,expense,food,7194.0,cash,MUMBAI,test,2022,3,14,0,1,11,0,0,0,Spring
T2724,U104,2021-06-22,expense,utilities,6695.0,card,,asdfgh,2021,6,22,1,2,25,0,0,0,Summer
T8521,U120,2024-07-02,expense,food,3018.0,cash,BANGALORE,,2024,7,2,1,3,27,0,0,0,Summer
T10720,U053,2021-07-28,expense,travel,5111.0,card,Ahmedabad,Doctor consultation,2021,7,28,2,3,30,0,0,0,Summer
T4352,U116,2022-06-03,expense,travel,3562.0,card,BAN,!!!,2022,6,3,4,2,22,0,0,0,Summer
T12387,U007,2021-11-01,expense,utilities,5111.0,card,Lucknow,Movie tickets,2021,11,1,0,4,44,0,1,0,Fall
T5063,U041,2021-11-23,expense,entertainment,4604.0,bank_transfer,Jaipur,...,2021,11,23,1,4,47,0,0,0,Fall
T9088,U055,2021-07-14,expense,others,6864.0,bank_transfer,HYD,...,2021,7,14,2,3,28,0,0,0,Summer
T7586,U149,2022-01-11,expense,entertainment,9509.0,card,kolkata,,2022,1,11,1,1,2,0,0,0,Winter
T10739,U146,2021-01-20,expense,food,8808.0,cash,PUNE,Medicine,2021,1,20,2,1,3,0,0,0,Winter
T6495,U071,2023-12-01,expense,travel,1581.0,cash,KOL,Gym membership,2023,12,1,4,4,48,0,1,0,Winter
T11669,U043,2023-09-18,expense,rent,4038.0,card,pune,xyz123,2023,9,18,0,3,38,0,0,0,Fall
T6136,U092,2021-03-01,expense,education,5726.0,card,KOLKATA,Restaurant dinner,2021,3,1,0,1,9,0,1,0,Spring
T2644,U056,2024-11-27,expense,education,4664.0,upi,AHMEDABAD,Books,2024,11,27,2,4,48,0,0,0,Fall
T2449,U067,2024-05-12,expense,food,3315.0,card,Ahmedabad,Fixed deposit,2024,5,12,6,2,19,1,0,0,Spring
T9084,U048,2024-11-28,expense,food,3381.0,upi,KOLKATA,Grocery shopping,2024,11,28,3,4,48,0,0,0,Fall
T12329,U052,2023-09-16,income,income,20825.0,bank_transfer,JAI,Restaurant dinner,2023,9,16,5,3,37,1,0,0,Fall
T0598,U097,2022-03-27,expense,others,4730.0,card,AHM,Books,2022,3,27,6,1,12,1,0,0,Spring
T10272,U124,2024-05-09,expense,travel,614.0,card,Jaipur,ATM withdrawal,2024,5,9,3,2,19,0,0,0,Spring
T3457,U003,2023-01-20,expense,food,1986.0,bank_transfer,,Internet bill,2023,1,20,4,1,3,0,0,0,Winter
T2008,U006,2021-09-10,expense,others,1664.0,unknown,kolkata,Uber ride,2021,9,10,4,3,36,0,0,0,Fall
T6132,U115,2021-12-30,expense,entertainment,2556.0,cash,JAI,...,2021,12,30,3,4,52,0,0,0,Winter
T6019,U026,2022-01-12,expense,food,5591.0,card,chennai,,2022,1,12,2,1,2,0,0,0,Winter
T11559,U116,2023-05-09,expense,utilities,2988.0,bank_transfer,lucknow,...,2023,5,9,1,2,19,0,0,0,Spring
T11727,U081,2024-04-22,expense,others,16728.0,unknown,Bangalore,asdfgh,2024,4,22,0,2,17,0,0,0,Spring
T4962,U085,2024-12-18,expense,others,28632.0,bank_transfer,jaipur,Fixed deposit,2024,12,18,2,4,51,0,0,0,Winter
