transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes
T7454,U054,2022-09-23,Expense,Rent,4629.0,UPI,Mumbai,Movie tickets
T11710,U026,2024-04-26,Income,Bonus,55767.0,Cash,HYD,Monthly rent payment
T0517,U146,2024-02-29,Expense,Food,119.0,Card,HYDERABAD,Fixed deposit
T6942,U036,2021-04-01,Expense,Health,7649.0,Card,kolkata,No notes
T8218,U049,2021-05-25,Expense,Food,285.0,Unknown,MUMBAI,No notes
T8158,U046,2021-07-21,Expense,Rent,6334.0,Bank Transfer,Lucknow,Medicine
T11171,U024,2023-06-18,Expense,Rent,8970.0,Cash,KOL,No notes
T2429,U076,2021-12-21,Expense,Food,3443.0,Cash,kolkata,Books
T6509,U055,2023-10-15,Expense,Travel,5211.0,Bank Transfer,PUN,!!!
T4392,U065,2021-03-29,Expense,Rent,12320.0,Bank Transfer,ahmedabad,No notes
T11597,U019,2021-01-10,Expense,Rent,999999999.0,Card,hyderabad,No notes
T8543,U059,2024-03-18,Income,Others,51421.0,Cash,Ahmedabad,No notes
T12927,U113,2022-01-03,Expense,Travel,5655.0,Bank Transfer,HYDERABAD,Monthly rent payment
T11088,U020,2021-04-09,Expense,Food,1826.0,Cash,kolkata,Train ticket
T6978,U004,2024-06-24,Expense,Rent,3914.0,Bank Transfer,BANGALORE,Grocery shopping
T10813,U089,2024-04-05,Income,Investment,32741.0,UPI,lucknow,Uber ride
T6398,U100,2023-07-12,Expense,Food,3277.0,UPI,bangalore,Electricity bill
T10403,U115,2023-10-13,Income,Bonus,26660.0,Cash,KOL,Shopping
T8688,U030,2023-04-18,Expense,Rent,3125.0,UPI,HYDERABAD,!!!
T7313,U146,2023-05-28,Expense,Food,4506.0,UPI,Jaipur,Petrol
T6712,U146,2024-01-20,Expense,Food,2114.0,Cash,AHMEDABAD,xyz123
T1500,U128,2022-10-06,Income,Others,77493.0,UPI,PUN,Restaurant dinner
T10022,U102,2021-11-26,Income,Investment,27277.0,Unknown,Unknown,Petrol
T4770,U098,2022-10-19,Income,Salary,25714.0,Cash,Jaipur,Gym membership
T4231,U128,2021-04-05,Expense,Rent,6769.0,Cash,HYD,No notes
T11168,U134,2024-07-10,Expense,Rent,1593.0,Bank Transfer,Jaipur,No notes
T11696,U119,2024-08-03,Expense,Rent,999999.0,UPI,bangalore,xyz123
T10126,U014,2021-11-02,Expense,Food,264.0,Bank Transfer,Lucknow,Coffee
T2000,U094,2024-11-30,Expense,Education,9931.0,UPI,Kolkata,No notes
T13638,U040,2023-09-15,Expense,Travel,8474.0,Bank Transfer,Hyderabad,xyz123
T13139,U142,2024-06-11,Income,Bonus,38714.0,Card,LUC,Restaurant dinner
T0048,U140,2022-10-22,Income,Others,15720.0,Bank Transfer,bangalore,No notes
T3584,U034,2023-11-29,Expense,Food,2072.0,Cash,MUM,Movie tickets
T1775,U070,2022-01-21,Expense,Travel,3154.0,Cash,ahmedabad,Grocery shopping
T1697,U074,2021-04-03,Expense,Food,4982.0,Bank Transfer,chennai,Restaurant dinner
T9281,U054,2021-12-11,Expense,Food,3263.0,UPI,Unknown,misc
T4517,U118,2024-12-30,Expense,Education,703.0,Bank Transfer,LUCKNOW,...
T13641,U026,2022-02-28,Expense,Food,4409.0,Bank Transfer,KOLKATA,Petrol
T12233,U125,2023-07-17,Income,Freelance,67240.0,UPI,jaipur,No notes
T9869,U126,2022-03-09,Expense,Rent,5487.0,Card,DEL,Electricity bill
T2129,U124,2022-10-17,Income,Freelance,25148.0,Bank Transfer,LUC,No notes
T6516,U028,2024-12-24,Expense,Travel,3070.0,Bank Transfer,Pune,test
T9858,U010,2021-07-16,Income,Salary,63910.0,Bank Transfer,Pune,Grocery shopping
T9410,U031,2021-09-01,Expense,Rent,1336.0,Card,Unknown,No notes
T1770,U066,2024-03-29,Expense,Utilities,6985.0,Card,Delhi,Internet bill
T8899,U136,2022-04-09,Expense,Food,7722.0,Cash,MUMBAI,ATM withdrawal
T0681,U039,2024-06-02,Expense,Food,8648.0,Card,Unknown,EMI payment
T11886,U071,2021-12-10,Expense,Travel,9311.0,Cash,Jaipur,Medicine
T11020,U024,2021-07-11,Expense,Food,8213.0,Cash,DEL,Doctor consultation
T13751,U112,2021-11-21,Expense,Food,7161.0,UPI,BANGALORE,Petrol
T6193,U040,2021-08-21,Expense,Savings,3480.0,Cash,CHENNAI,No notes
T10510,U105,2021-11-14,Income,Others,47114.0,Bank Transfer,chennai,Online course
T10308,U101,2022-05-23,Expense,Rent,48922.0,UPI,Mumbai,Monthly rent payment
T2724,U045,2021-03-28,Expense,Rent,8630.0,Card,Hyderabad,EMI payment
T11856,U091,2022-08-06,Expense,Utilities,408.0,Card,AHMEDABAD,No notes
T12195,U145,2022-03-31,Expense,Food,870.0,Cash,CHENNAI,Movie tickets
T8787,U145,2022-04-29,Expense,Food,3156.0,Cash,ahmedabad,EMI payment
T4046,U068,2022-11-14,Expense,Food,536.0,Cash,DEL,Internet bill
T8943,U048,2024-07-07,Income,Others,260062.0,Card,AHMEDABAD,No notes
T12900,U004,2021-09-17,Expense,Food,1044.0,UPI,LUC,Online course
T6754,U141,2022-07-29,Expense,Rent,32519.0,UPI,Kolkata,No notes
T8693,U056,2022-07-18,Expense,Education,9221.0,Bank Transfer,KOLKATA,...
T2245,U005,2024-03-31,Expense,Entertainment,1364.0,Bank Transfer,hyderabad,Electricity bill
T3973,U028,2023-10-07,Expense,Others,5476.0,Bank Transfer,Ahmedabad,misc
T12537,U002,2024-09-08,Expense,Utilities,5919.0,Card,mumbai,Train ticket
T5594,U100,2022-05-22,Expense,Health,5023.0,Card,LUC,Grocery shopping
T12565,U080,2023-01-02,Expense,Travel,5831.0,Cash,kolkata,Train ticket
T1814,U036,2021-01-19,Expense,Travel,1214.0,Cash,AHM,Grocery shopping
T11150,U061,2023-01-03,Expense,Entertainment,2747.0,Cash,DEL,Restaurant dinner
T8585,U045,2023-08-01,Expense,Savings,117.0,UPI,bangalore,No notes
T9408,U132,2023-08-30,Expense,Travel,4811.0,UPI,KOL,Medicine
T9334,U076,2021-08-25,Expense,Entertainment,5217.0,UPI,PUNE,Petrol
T5597,U016,2024-01-12,Expense,Utilities,289.0,UPI,Hyderabad,No notes
T10632,U108,2022-12-11,Expense,Food,4465.0,UPI,Unknown,Monthly rent payment
T0673,U037,2021-04-06,Expense,Food,172.0,Cash,ahmedabad,!!!
T12245,U136,2022-04-08,Expense,Travel,2358.0,Card,MUMBAI,No notes
T12906,U061,2024-05-03,Expense,Others,787.0,Bank Transfer,Unknown,No notes
T12919,U123,2022-08-06,Expense,Rent,2502.0,UPI,AHM,Gym membership
T3937,U100,2023-07-06,Expense,Food,4406.0,UPI,Pune,Uber ride
T9472,U066,2022-04-15,Income,Investment,53538.0,UPI,kolkata,Fixed deposit
T12495,U088,2024-05-28,Expense,Utilities,4305.0,Cash,MUM,Doctor consultation
T1654,U116,2024-05-18,Expense,Health,2275.0,Cash,LUC,No notes
T5927,U011,2024-08-21,Expense,Rent,23463.0,UPI,HYDERABAD,Coffee
T3960,U013,2024-03-10,Expense,Travel,1295.0,Bank Transfer,hyderabad,EMI payment
T5975,U050,2022-09-23,Expense,Travel,4913.0,Card,chennai,test
T12645,U014,2023-10-01,Expense,Travel,5157.0,Cash,Chennai,!!!
T7465,U073,2022-09-21,Expense,Education,7491.0,UPI,MUM,Shopping
T13883,U064,2024-08-01,Expense,Others,4715.0,UPI,KOL,misc
T10058,U012,2023-04-10,Expense,Utilities,1675.0,Card,DEL,Monthly rent payment
T6672,U086,2023-06-14,Expense,Health,179.0,UPI,bangalore,Shopping
T6560,U074,2023-12-05,Expense,Rent,2791.0,Bank Transfer,DEL,Fixed deposit
T6158,U145,2021-11-13,Expense,Rent,40308.0,Card,KOLKATA,Restaurant dinner
T13044,U037,2022-02-22,Expense,Rent,5799.0,Card,JAI,Train ticket
T1828,U131,2022-06-14,Income,Bonus,41823.0,Bank Transfer,Lucknow,!!!
T1611,U053,2024-09-23,Expense,Utilities,521.0,Cash,HYD,Internet bill
T1444,U078,2023-01-12,Expense,Food,4399.0,Card,chennai,EMI payment
T3028,U113,2022-11-13,Expense,Food,3527.0,Card,mumbai,Internet bill
T4953,U035,2021-06-07,Expense,Rent,3685.0,Bank Transfer,LUC,Movie tickets
T6962,U092,2021-11-08,Expense,Food,8936.0,Cash,MUM,Uber ride
T12207,U147,2024-08-10,Expense,Travel,8952.0,UPI,HYD,xyz123
T3275,U140,2024-01-11,Expense,Utilities,1915.0,UPI,Kolkata,Coffee
T2616,U028,2021-01-12,Expense,Health,1861.0,Card,Delhi,Shopping
T1681,U100,2024-05-14,Expense,Food,8692.0,UPI,Hyderabad,Grocery shopping
T5893,U127,2024-06-16,Expense,Food,3629.0,Unknown,mumbai,misc
T12886,U005,2022-09-03,Expense,Utilities,4698.0,Cash,Jaipur,Monthly rent payment
T13647,U024,2022-10-19,Expense,Travel,9922.0,Bank Transfer,JAI,!!!
T9590,U029,2021-08-02,Income,Salary,24125.0,Bank Transfer,LUCKNOW,asdfgh
T10127,U041,2021-04-17,Expense,Travel,3222.0,Card,LUCKNOW,Medicine
T2427,U060,2024-09-11,Expense,Food,350.0,UPI,LUCKNOW,EMI payment
T3685,U139,2023-02-06,Income,Freelance,117318.0,Cash,mumbai,Movie tickets
T3892,U146,2022-05-21,Expense,Food,1517.0,Unknown,delhi,Gym membership
T6564,U061,2022-09-26,Expense,Utilities,8019.0,UPI,Hyderabad,Restaurant dinner
T2533,U050,2021-09-01,Expense,Utilities,6079.0,Bank Transfer,Jaipur,No notes
T1171,U063,2024-12-08,Income,Freelance,69214.0,UPI,pune,!!!
T0635,U117,2023-08-10,Expense,Food,9919.0,UPI,BAN,ATM withdrawal
T10581,U064,2021-12-27,Expense,Rent,109.0,Card,Chennai,Fixed deposit
T5382,U141,2023-01-30,Expense,Food,4500.0,Bank Transfer,HYD,xyz123
T3116,U015,2022-09-01,Income,Freelance,60720.0,Unknown,chennai,Doctor consultation
T5404,U110,2024-09-05,Expense,Rent,9247.0,UPI,Unknown,Online course
T0156,U075,2022-09-15,Expense,Travel,3301.0,Card,mumbai,Gym membership
T10541,U028,2021-07-25,Expense,Food,3440.0,Cash,Hyderabad,Gym membership
T8441,U002,2023-04-29,Expense,Education,9076.0,Cash,Chennai,Fixed deposit
T6312,U038,2021-04-26,Expense,Food,2866.0,Cash,Lucknow,No notes
T12652,U075,2021-10-27,Expense,Entertainment,1630.0,UPI,AHMEDABAD,Monthly rent payment
T6792,U053,2022-08-30,Expense,Food,1225.0,Card,BANGALORE,Doctor consultation
T2242,U035,2021-02-23,Expense,Rent,47664.0,Cash,Pune,Lunch
T1306,U051,2023-10-08,Income,Salary,74585.0,Card,jaipur,ATM withdrawal
T6017,U117,2023-10-05,Expense,Rent,237.0,Bank Transfer,chennai,ATM withdrawal
T7878,U138,2022-06-22,Expense,Food,7537.0,Bank Transfer,Hyderabad,No notes
T12470,U061,2021-03-30,Expense,Education,1134.0,Cash,CHENNAI,ATM withdrawal
T6867,U003,2023-05-09,Expense,Food,1597.0,UPI,AHMEDABAD,Gym membership
T0357,U080,2024-11-10,Expense,Food,356.0,Bank Transfer,Unknown,Monthly rent payment
T3400,U078,2022-02-25,Expense,Food,2940.0,Bank Transfer,CHE,Restaurant dinner
T2437,U067,2023-09-09,Income,Bonus,46498.0,Cash,Unknown,Fixed deposit
T1600,U043,2021-11-23,Expense,Savings,4900.0,Bank Transfer,PUN,No notes
T13208,U091,2024-03-30,Expense,Food,1869.0,Card,PUN,Monthly rent payment
T7840,U075,2023-05-31,Expense,Rent,3683.0,Cash,KOL,Doctor consultation
T9065,U128,2022-04-21,Income,Bonus,20238.0,UPI,JAI,Monthly rent payment
T1064,U027,2022-03-22,Expense,Entertainment,1969.0,Bank Transfer,Unknown,Grocery shopping
T8814,U087,2021-01-16,Income,Salary,72704.0,Cash,AHM,Coffee
T7697,U002,2021-01-25,Expense,Food,6365.0,UPI,Jaipur,!!!
T7019,U022,2021-05-11,Expense,Utilities,2539.0,Bank Transfer,kolkata,misc
T6129,U004,2022-10-02,Expense,Food,1617.0,Cash,Unknown,No notes
T7213,U115,2022-05-10,Expense,Food,181.0,Bank Transfer,AHM,Lunch
T5525,U064,2023-05-01,Expense,Rent,22203.0,Bank Transfer,JAI,!!!
T0395,U029,2024-06-04,Income,Bonus,25474.0,Card,Jaipur,No notes
T8958,U146,2024-11-28,Expense,Food,2346.0,Bank Transfer,CHENNAI,Coffee
T6323,U024,2024-07-24,Expense,Food,3745.0,Card,Kolkata,Monthly rent payment
T7352,U053,2022-11-04,Expense,Rent,1204.0,UPI,JAI,!!!
T6411,U118,2022-08-11,Expense,Entertainment,5061.0,Bank Transfer,AHM,Gym membership
T4454,U001,2021-10-26,Expense,Entertainment,9484.0,Cash,MUM,No notes
T7953,U061,2022-09-09,Expense,Utilities,1016.0,Bank Transfer,mumbai,Online course
T3556,U049,2022-08-05,Expense,Education,5624.0,Cash,LUCKNOW,Monthly rent payment
T3334,U123,2022-09-01,Expense,Education,4143.0,UPI,Lucknow,No notes
T10686,U049,2024-04-17,Expense,Travel,5708.0,UPI,BAN,Petrol
T13329,U081,2024-10-21,Expense,Food,2286.0,UPI,KOL,Coffee
T13088,U096,2024-09-24,Expense,Utilities,9715.0,Cash,MUMBAI,Coffee
T12083,U129,2022-08-01,Expense,Education,6937.0,Cash,Ahmedabad,No notes
T8631,U015,2021-02-17,Expense,Savings,9572.0,Card,KOLKATA,No notes
T8919,U047,2023-01-11,Expense,Health,4916.0,Bank Transfer,PUNE,!!!
T12775,U096,2022-10-18,Expense,Food,695.0,Card,DELHI,Restaurant dinner
T8412,U103,2024-07-18,Income,Freelance,31832.0,Cash,chennai,ATM withdrawal
T13443,U085,2022-08-16,Expense,Travel,8863.0,Cash,LUC,test
T10766,U008,2023-03-01,Expense,Rent,36978.0,Cash,Pune,EMI payment
T10068,U010,2022-08-28,Expense,Education,8250.0,Bank Transfer,chennai,asdfgh
T0170,U090,2021-08-10,Expense,Travel,6883.0,Cash,Lucknow,Gym membership
T1645,U110,2023-01-09,Expense,Education,7419.0,UPI,MUMBAI,Medicine
T6309,U129,2023-05-24,Income,Investment,40174.0,Card,kolkata,Uber ride
T0655,U137,2024-01-07,Income,Bonus,33944.0,Card,ahmedabad,Train ticket
T2651,U025,2022-02-15,Income,Freelance,53583.0,Bank Transfer,ahmedabad,Electricity bill
T8945,U124,2023-10-13,Expense,Utilities,1090.0,Cash,pune,No notes
T11389,U072,2023-08-29,Expense,Food,7037.0,Cash,MUMBAI,xyz123
T13884,U055,2022-03-28,Expense,Rent,942.0,Unknown,Mumbai,Coffee
T5315,U107,2023-08-25,Expense,Food,2978.0,Cash,DEL,No notes
T8480,U139,2022-08-19,Expense,Food,485.0,UPI,HYD,ATM withdrawal
T12464,U108,2022-05-23,Expense,Entertainment,8658.0,Bank Transfer,Hyderabad,Shopping
T2886,U142,2022-02-19,Expense,Rent,26253.0,Unknown,pune,No notes
T7000,U129,2022-10-13,Expense,Rent,36719.0,Card,Jaipur,No notes
T10382,U053,2021-09-05,Expense,Travel,7619.0,Cash,Hyderabad,Lunch
T2662,U011,2022-12-21,Expense,Utilities,6313.0,UPI,PUN,Gym membership
T8662,U019,2023-01-17,Expense,Food,196.0,UPI,BAN,Train ticket
T11112,U037,2023-02-08,Income,Bonus,70235.0,UPI,hyderabad,!!!
T13598,U048,2023-02-12,Expense,Travel,4780.0,Bank Transfer,jaipur,Restaurant dinner
T2264,U087,2024-05-17,Expense,Utilities,9040.0,Card,chennai,No notes
T8292,U045,2021-06-11,Income,Investment,76326.0,UPI,Ahmedabad,Petrol
T9725,U050,2021-05-15,Expense,Food,7969.0,Cash,LUC,Coffee
T7706,U047,2024-09-21,Expense,Food,999999.0,Card,Unknown,test
T0632,U087,2022-01-04,Expense,Travel,7009.0,Cash,HYDERABAD,Movie tickets
T3888,U032,2023-06-26,Expense,Food,3272.0,Bank Transfer,delhi,Restaurant dinner
T2201,U001,2024-07-18,Income,Investment,37897.0,Bank Transfer,bangalore,xyz123
T6500,U064,2021-09-10,Expense,Rent,5521.0,Bank Transfer,jaipur,Grocery shopping
T6766,U079,2023-10-30,Income,Bonus,43303.0,Bank Transfer,DEL,asdfgh
T10677,U077,2024-10-30,Expense,Travel,9296.0,Cash,BANGALORE,Uber ride
T10838,U078,2022-09-25,Expense,Food,7502.0,Card,Chennai,Books
T2687,U124,2021-05-19,Expense,Travel,7148.0,Card,Unknown,No notes
T11801,U002,2023-04-19,Expense,Health,2659.0,UPI,BANGALORE,Coffee
T7079,U045,2023-10-20,Income,Investment,47934.0,Card,Pune,Medicine
T2810,U121,2024-05-18,Expense,Health,6902.0,Cash,Pune,ATM withdrawal
T6505,U137,2023-08-28,Expense,Entertainment,5097.0,Cash,Bangalore,Train ticket
T1867,U017,2023-06-28,Income,Investment,71361.0,Bank Transfer,hyderabad,Internet bill
T2446,U027,2023-07-02,Income,Freelance,42478.0,Card,Unknown,No notes
T3574,U136,2021-05-08,Expense,Entertainment,9557.0,Card,DELHI,Restaurant dinner
T3070,U134,2021-04-05,Expense,Food,3570.0,Bank Transfer,LUCKNOW,Medicine
T7387,U135,2021-04-26,Expense,Travel,8652.0,Bank Transfer,BAN,No notes
T11809,U037,2023-12-04,Income,Salary,34321.0,Unknown,Jaipur,Lunch
T4872,U041,2021-06-09,Expense,Rent,4357.0,Bank Transfer,PUNE,No notes
T2063,U004,2022-08-25,Expense,Travel,7668.0,Bank Transfer,PUNE,Monthly rent payment
T5667,U073,2021-02-06,Expense,Rent,507.0,Cash,KOL,No notes
T0524,U049,2024-01-24,Expense,Rent,9550.0,UPI,DEL,No notes
T5985,U006,2023-12-05,Expense,Rent,6471.0,Unknown,pune,Train ticket
T6166,U097,2021-05-05,Expense,Education,8674.0,Bank Transfer,JAI,No notes
T9511,U092,2024-04-07,Expense,Food,1654.0,Bank Transfer,bangalore,misc
T7616,U125,2022-06-19,Expense,Food,3514.0,Card,Bangalore,Online course
T4560,U131,2021-09-27,Expense,Travel,2849.0,Card,Pune,test
T9059,U048,2023-11-20,Expense,Food,1171.0,Bank Transfer,Ahmedabad,No notes
T8460,U090,2023-10-03,Expense,Food,1290.0,Card,AHMEDABAD,Petrol
T9071,U086,2022-07-19,Expense,Rent,3462.0,UPI,pune,Gym membership
T2054,U077,2023-03-02,Expense,Food,3153.0,Card,CHE,Movie tickets
T8751,U145,2022-04-29,Income,Investment,15292.0,Bank Transfer,DEL,Train ticket
T12947,U125,2021-10-24,Expense,Rent,1027.0,UPI,KOL,Lunch
T7527,U063,2023-12-22,Expense,Rent,47588.0,Card,lucknow,Monthly rent payment
T3175,U002,2022-01-12,Expense,Food,4750.0,Card,CHE,Monthly rent payment
T13061,U148,2021-03-22,Income,Freelance,72613.0,Cash,KOL,Medicine
T7214,U035,2024-11-04,Expense,Savings,2880.0,Cash,Chennai,Coffee
T10490,U062,2022-09-22,Expense,Health,4186.0,Cash,KOLKATA,Restaurant dinner
T7727,U106,2022-09-12,Expense,Health,9776.0,Card,ahmedabad,Internet bill
T8048,U039,2024-03-10,Expense,Food,3354.0,Bank Transfer,lucknow,Shopping
T8237,U023,2023-12-12,Income,Others,62177.0,Cash,chennai,Internet bill
T0268,U098,2023-12-22,Expense,Travel,7174.0,UPI,Kolkata,test
T6409,U057,2022-09-23,Expense,Food,8278.0,Bank Transfer,Jaipur,ATM withdrawal
T8951,U018,2023-07-18,Income,Freelance,59311.0,UPI,CHENNAI,Restaurant dinner
T6301,U015,2024-08-26,Income,Investment,25583.0,Bank Transfer,KOL,xyz123
T13578,U125,2022-04-24,Income,Others,72998.0,Card,Ahmedabad,xyz123
T1017,U047,2021-04-13,Expense,Rent,7786.0,Cash,LUCKNOW,Uber ride
T1586,U118,2024-09-08,Expense,Food,4220.0,Cash,hyderabad,test
T9850,U133,2021-02-07,Expense,Entertainment,5486.0,Card,chennai,asdfgh
T12624,U011,2024-09-24,Expense,Rent,327.0,UPI,MUM,EMI payment
T12895,U037,2023-12-28,Expense,Entertainment,6805.0,Cash,CHENNAI,No notes
T9497,U121,2024-02-05,Expense,Entertainment,3360.0,Cash,Kolkata,No notes
T1278,U130,2021-10-26,Expense,Utilities,6485.0,UPI,Mumbai,No notes
T0325,U076,2024-07-30,Income,Bonus,78389.0,Bank Transfer,PUN,Internet bill
T3900,U118,2021-08-19,Expense,Savings,2858.0,Bank Transfer,DEL,Train ticket
T2635,U010,2023-09-27,Expense,Travel,4836.0,Cash,Chennai,Petrol
T6143,U072,2021-02-26,Expense,Travel,731.0,Cash,HYD,Petrol
T7375,U138,2023-01-03,Expense,Food,483.0,Bank Transfer,DEL,Train ticket
T7862,U138,2024-06-06,Expense,Education,2829.0,Cash,hyderabad,Train ticket
T7056,U025,2023-06-01,Expense,Travel,8152.0,Card,Mumbai,misc
T11461,U082,2023-03-26,Income,Salary,53637.0,Card,DEL,Books
T0786,U084,2021-06-19,Expense,Travel,8171.0,Card,Unknown,Uber ride
T10925,U050,2021-02-15,Income,Others,71607.0,UPI,chennai,Monthly rent payment
T10780,U021,2023-10-06,Expense,Food,2321.0,Cash,jaipur,EMI payment
T4523,U069,2023-02-17,Expense,Health,3962.0,UPI,BAN,ATM withdrawal
T3838,U149,2021-05-14,Expense,Food,4111.0,Cash,MUM,test
T1416,U010,2022-09-22,Expense,Utilities,6772.0,UPI,PUN,Internet bill
T11320,U089,2021-05-28,Expense,Rent,7697.0,UPI,Chennai,Monthly rent payment
T7433,U105,2023-10-10,Expense,Utilities,9019.0,Unknown,Ahmedabad,Monthly rent payment
T4789,U092,2024-01-12,Expense,Food,4811.0,Bank Transfer,Mumbai,Shopping
T7907,U113,2024-11-20,Income,Salary,51165.0,Card,ahmedabad,Electricity bill
T12835,U126,2022-12-15,Expense,Health,8703.0,UPI,Pune,No notes
T3171,U056,2022-01-22,Expense,Food,1706.0,Cash,Chennai,Monthly rent payment
T6354,U035,2022-12-29,Expense,Travel,455.0,Bank Transfer,PUN,Medicine
T2874,U125,2024-09-21,Expense,Utilities,4769.0,Cash,LUCKNOW,Coffee
T12368,U031,2022-11-21,Expense,Travel,1150.0,Cash,Kolkata,No notes
T6833,U046,2024-12-29,Expense,Food,4047.0,Cash,mumbai,No notes
T3808,U119,2024-07-14,Expense,Health,5362.0,Card,BANGALORE,No notes
T4326,U101,2024-05-01,Expense,Rent,999999999.0,Cash,BAN,Movie tickets
T0454,U110,2022-09-07,Expense,Travel,5111.0,Cash,AHMEDABAD,Medicine
T5396,U064,2023-01-20,Expense,Rent,2836.0,Cash,Mumbai,No notes
T1368,U056,2022-08-15,Income,Others,65608.0,UPI,Unknown,!!!
T6662,U019,2024-06-02,Expense,Travel,3090.0,Cash,BAN,xyz123
T12589,U021,2024-09-29,Expense,Rent,42938.0,Cash,Jaipur,Uber ride
T12311,U090,2021-12-28,Expense,Utilities,1632.0,Cash,AHM,asdfgh
T4663,U042,2023-04-11,Expense,Travel,9029.0,Card,HYD,No notes
T7552,U118,2021-04-03,Expense,Education,1920.0,Cash,JAIPUR,asdfgh
T5746,U071,2024-05-15,Expense,Education,1849.0,Card,Jaipur,EMI payment
T10269,U150,2023-08-18,Income,Others,28344.0,Cash,JAI,Medicine
T2010,U129,2022-11-08,Expense,Utilities,4337.0,Card,LUCKNOW,No notes
T8787,U104,2021-02-18,Income,Freelance,33502.0,Bank Transfer,chennai,xyz123
T1850,U112,2023-12-09,Expense,Education,2890.0,Cash,LUCKNOW,No notes
T2716,U071,2024-10-10,Expense,Travel,7866.0,UPI,delhi,Medicine
T11534,U074,2024-06-10,Income,Freelance,65589.0,Bank Transfer,Bangalore,...
T13565,U132,2022-12-17,Expense,Travel,7375.0,Cash,kolkata,Train ticket
T12454,U068,2024-04-20,Expense,Health,3990.0,UPI,MUMBAI,Shopping
T12249,U045,2021-02-20,Expense,Food,4958.0,UPI,BANGALORE,...
T13256,U112,2021-05-25,Expense,Food,2878.0,Bank Transfer,chennai,No notes
T5737,U056,2022-09-27,Expense,Entertainment,6363.0,Cash,mumbai,ATM withdrawal
T5084,U102,2023-03-26,Expense,Food,218.0,Cash,HYDERABAD,test
T1727,U085,2022-11-02,Expense,Utilities,8062.0,Card,Bangalore,No notes
T3434,U095,2023-11-02,Expense,Food,999999.0,Cash,DEL,!!!
T9441,U001,2023-06-25,Expense,Entertainment,262.0,Cash,Kolkata,Shopping
T2269,U017,2022-02-10,Expense,Food,1811.0,UPI,hyderabad,xyz123
T2142,U008,2022-01-02,Expense,Rent,2332.0,Card,HYDERABAD,Gym membership
T4771,U135,2023-06-09,Income,Bonus,26077.0,Card,mumbai,xyz123
T8305,U081,2022-09-14,Expense,Food,1740.0,Bank Transfer,MUM,Fixed deposit
T2363,U116,2021-01-26,Expense,Food,7196.0,Cash,CHE,No notes
T6700,U109,2022-12-10,Income,Freelance,65437.0,UPI,KOL,...
T12598,U146,2023-01-26,Expense,Utilities,2586.0,Card,Mumbai,asdfgh
T6082,U069,2022-10-02,Expense,Travel,3375.0,UPI,BAN,Uber ride
T12570,U130,2022-09-21,Expense,Food,4808.0,Cash,BANGALORE,Monthly rent payment
T8852,U050,2023-08-30,Expense,Food,3733.0,Cash,Unknown,No notes
T5583,U112,2024-10-19,Expense,Travel,3941.0,UPI,KOL,Grocery shopping
T7087,U125,2021-04-20,Expense,Travel,9236.0,Card,Lucknow,No notes
T9844,U096,2021-02-03,Expense,Utilities,999999999.0,Card,mumbai,asdfgh
T8116,U134,2022-02-10,Expense,Food,903.0,Cash,AHM,Fixed deposit
T13158,U011,2023-05-15,Expense,Entertainment,9289.0,UPI,KOL,Restaurant dinner
T10883,U140,2022-02-02,Expense,Rent,3143.0,UPI,bangalore,Gym membership
T7684,U078,2023-07-22,Expense,Food,395.0,UPI,mumbai,Books
T12452,U139,2022-01-06,Expense,Utilities,6335.0,Card,MUM,No notes
T7455,U147,2023-11-18,Expense,Travel,4628.0,UPI,Chennai,asdfgh
T9542,U076,2023-12-31,Expense,Food,3602.0,UPI,HYDERABAD,Movie tickets
T0440,U118,2021-01-16,Expense,Health,9426.0,Cash,ahmedabad,No notes
T9764,U005,2024-09-10,Income,Freelance,41296.0,Bank Transfer,CHE,No notes
T6966,U095,2023-05-21,Expense,Others,3167.0,Card,Delhi,Medicine
T13794,U055,2022-06-11,Expense,Education,7055.0,Cash,chennai,xyz123
T3493,U007,2022-04-23,Expense,Entertainment,1380.0,Card,KOLKATA,No notes
T0487,U094,2023-11-19,Expense,Health,1955.0,Cash,KOLKATA,Coffee
T8934,U116,2024-07-28,Expense,Food,7731.0,Bank Transfer,Unknown,Grocery shopping
T4061,U130,2023-09-18,Expense,Food,1568.0,Bank Transfer,HYD,asdfgh
T3689,U144,2023-11-14,Expense,Food,5063.0,Bank Transfer,HYDERABAD,Fixed deposit
T4852,U035,2024-11-18,Expense,Savings,3853.0,UPI,Lucknow,...
T13041,U081,2021-01-20,Income,Freelance,12864.0,Card,CHENNAI,Train ticket
T7479,U046,2022-09-16,Expense,Rent,1882.0,Bank Transfer,LUCKNOW,test
T4252,U003,2023-10-11,Income,Bonus,17159.0,Card,KOL,misc
T6772,U074,2024-05-07,Expense,Food,3559.0,Cash,BANGALORE,Books
T3875,U003,2022-08-11,Income,Others,56536.0,Cash,Pune,No notes
T8281,U094,2021-05-05,Expense,Rent,22534.0,Bank Transfer,PUN,No notes
T9154,U017,2021-01-11,Income,Investment,26936.0,UPI,Pune,test
T6911,U010,2023-07-16,Expense,Education,9853.0,Bank Transfer,Mumbai,Monthly rent payment
T0862,U117,2021-03-22,Expense,Rent,8977.0,Unknown,MUMBAI,No notes
T13992,U076,2022-01-16,Income,Investment,277040.0,Cash,jaipur,Monthly rent payment
